"machine_id";"serial_number";"model";"capability";"no_of_modules";"software_version";"workstation";"ownership";"type_of_purchase"
304;812832;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
305;812833;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
306;812834;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
307;812835;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
308;812836;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
309;812837;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
310;812838;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
311;812916;"GXII-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
312;814131;"GXIV-4D";"6C";4;0.0;"Desktop";"Purchase";"COMMERCIAL"
313;814150;"GXIV-4D";"6C";4;0.0;"Desktop";"Tie-up";"COMMERCIAL"
314;814151;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
315;814152;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
316;814153;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
317;814154;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
318;814155;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
319;814156;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
320;814157;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
321;814158;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
322;814159;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
323;814160;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
324;814161;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
325;814162;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
326;814163;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
327;814165;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
328;814166;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
329;814168;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
330;814177;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
331;814182;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
332;814370;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
333;814371;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
334;814372;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
335;814373;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
336;814374;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
337;814375;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
338;814376;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
339;814377;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
340;814378;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
341;815255;"GXIV-4D";"6C";4;0.0;"Desktop";"";"IOM"
342;815267;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
343;815268;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
344;815269;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
345;815270;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
346;815271;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
347;815272;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
348;815273;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
349;815274;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
350;815275;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
351;815276;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
352;815277;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
353;815278;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
354;815279;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
355;815280;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
356;815281;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
357;815282;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
358;815283;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
359;815284;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
360;815285;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
361;815286;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
362;815304;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
363;815380;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
364;815381;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
365;815382;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
366;815383;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
367;815384;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
368;815385;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
369;815386;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
370;815387;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
371;815388;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
372;815389;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
373;815390;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
374;815391;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
375;815392;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
376;815393;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
377;815394;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
378;815395;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
379;815396;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
380;815427;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
381;815428;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
382;815429;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
383;815430;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
384;815431;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
385;815432;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
386;815433;"GXIV-4D";"6C";4;0.0;"Desktop";"";"PBSP"
387;815434;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
388;815435;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
389;815436;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
390;815463;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
391;815464;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
392;815484;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
393;815485;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
394;815489;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
395;815490;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
396;815496;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
397;815497;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
398;815498;"GXIV-4D";"6C";4;4.8;"Desktop";"";"PBSP"
399;815686;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
400;816476;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
401;818902;"GXIV-4D";"6C";4;4.8;"Desktop";"";"ICRC"
402;819356;"GXXVI-16-D";"6C";16;0.0;"Desktop";"";"MACARE-HBDC"
403;819452;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
404;819864;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
405;820184;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
406;820201;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
407;820204;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
408;820206;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
409;820210;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
410;820228;"GXIV-4D";"6C";4;6.1;"Desktop";"";"DOH 136"
411;820229;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
412;820303;"GXII-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
413;820705;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
414;820708;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
415;820710;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
416;821003;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
417;821156;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
418;821163;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
419;821164;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
420;821189;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
421;821213;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
422;821214;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
423;821215;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
424;821216;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
425;821219;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
426;821221;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
427;821224;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
428;821227;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
429;821257;"GXIV-4L";"6C";4;0.0;"Laptop";"Purchase";"COMMERCIAL"
430;821278;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
431;821279;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
432;821284;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
433;821292;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
434;821293;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
435;821297;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
436;821299;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
437;821300;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
438;821317;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
439;821340;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
440;821420;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
441;821421;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
442;821471;"GXIV-4D";"6C";4;0.0;"Desktop";"Purchase";"COMMERCIAL"
443;821632;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
444;821648;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
445;829390;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
446;829419;"GXIV-4D";"6C";4;0.0;"Desktop";"Tie-up";"COMMERCIAL"
447;830841;"GXII-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
448;830842;"GXII-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
449;831292;"GXIV-4D";"6C";4;0.0;"Desktop";"Purchase";"COMMERCIAL"
450;831313;"GXIV-4D";"6C";4;0.0;"Desktop";"Purchase";"COMMERCIAL"
451;831316;"GXIV-4D";"6C";4;0.0;"Desktop";"Purchase";"COMMERCIAL"
452;831527;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
453;831530;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
454;831534;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
455;831562;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
456;831582;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
457;831586;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
458;831587;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
459;831588;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
460;831591;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
461;831592;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
462;831596;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
463;831597;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
464;831598;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
465;831599;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
466;831607;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
467;831608;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
468;831610;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
469;831611;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
470;831612;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
471;831613;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
472;831614;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
473;831615;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
474;831618;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
475;831620;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
476;831621;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
477;831623;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
478;831626;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
479;831636;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
480;831637;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
481;831638;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
482;831641;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
483;831642;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
484;831644;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
485;831645;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
486;831668;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
487;831669;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
488;831671;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
489;831672;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
490;831673;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
491;831677;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
492;831684;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
493;831691;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
494;831692;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
495;831693;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
496;831694;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
497;831695;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
498;831696;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
499;831697;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
500;831698;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
501;831700;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
502;831711;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
503;831712;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
504;831714;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
505;831718;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
506;831719;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
507;831721;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
508;831729;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
509;831843;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
510;831844;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
511;831845;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
512;831847;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
513;831848;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
514;831871;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
515;831872;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
516;831873;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
517;831874;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
518;831875;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
519;831876;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
520;831877;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
521;831878;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
522;831889;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
523;831890;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
524;831891;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
525;831892;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
526;831893;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
527;831894;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
528;831895;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
529;831896;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
530;831897;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
531;831898;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
532;831899;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
533;831900;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
534;831901;"GXIV-4D";"6C";4;5.1;"Desktop";"";"DOH 136"
535;831902;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
536;831903;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
537;831904;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
538;831905;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
539;831906;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
540;831907;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
541;831908;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
542;831909;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
543;831910;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
544;831911;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
545;831912;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
546;831913;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
547;831914;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
548;831915;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
549;831916;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
550;831917;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
551;831918;"GXIV-4D";"6C";4;4.8;"Desktop";"";"DOH 136"
552;832026;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
553;832028;"GXIV-4D";"6C";4;0.0;"Desktop";"";"MACARE-HBDC"
554;834112;"GXIV-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
555;834128;"GXIV-2-D";"6C";2;0.0;"Desktop";"Purchase";"COMMERCIAL"
556;834369;"GXIV-2-D";"6C";2;0.0;"Desktop";"";"PBSP"
557;834370;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
558;834385;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
559;834430;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
560;834431;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
561;834432;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
562;834433;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
563;834434;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
564;834435;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
565;834436;"GXIV-4D";"6C";4;0.0;"Desktop";"";"PBSP"
566;834437;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
567;834438;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
568;834440;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
569;834441;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
570;834442;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
571;834443;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
572;834444;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
573;834445;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
574;834446;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
575;834447;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
576;834448;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
577;834449;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
578;834620;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
579;834621;"GXIV-4D";"6C";4;0.0;"Desktop";"";"PBSP"
580;834622;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
581;834623;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
582;834624;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
583;834625;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
584;834626;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
585;834627;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
586;834628;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
587;834629;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
588;834664;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
589;834684;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
590;834685;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
591;834686;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
592;834687;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
593;834688;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
594;834689;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
595;834690;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
596;834691;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
597;834692;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
598;834693;"GXIV-4D";"6C";4;5.1;"Desktop";"";"PBSP"
599;834802;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
600;834803;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
601;834804;"GXIV-2-D";"6C";2;5.1;"Desktop";"";"PBSP"
